startup_name,sector,city,amount_usd,investment_type,investors,date
MySuperBrain,Consumer Internet,Hyderabad,,Seed Funding,Soniks Consulting,28/06/2016
BlogBeats,Consumer Internet,Bangalore,,Seed Funding,Undisclosed Investor,28/06/2016
LetReach,eCommerce,Delhi,100000.0,Private Equity,vCommission,29/06/2016
TrendieApp,Technology,Kolkata,50000.0,Seed Funding,Harsh Vardhan Hada,29/06/2016
ImpactGuru,Consumer Internet,Mumbai,,Seed Funding,Piyush Jain,29/06/2016
Velvetcase,eCommerce,Mumbai,1500000.0,Private Equity,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",29/06/2016
Meru Cabs,Consumer Internet,Mumbai,25000000.0,Private Equity,Brand Capital,30/06/2016
Campus Diaries,Consumer Internet,Bangalore,220000.0,Seed Funding,Aarin Capital,30/06/2016
Scripbox,Consumer Internet,Bangalore,,Private Equity,"Omidyar Network, Accel Partners & existing investors",30/06/2016
Biryani Blues,Food & Beverage,Gurgaon,368000.0,Private Equity,Carpediem Capital & Others,30/06/2016
MotoMojo,Consumer Internet,Mumbai,,Seed Funding,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",01/05/2016
Get My Parking,Technology,Delhi,376000.0,Seed Funding,The Chennai Angels,01/05/2016
Prescribez,Consumer Internet,Pune,145000.0,Seed Funding,Ankush Mehta,01/05/2016
Airwood,Technology,Chennai,,Seed Funding,StartupXseed Ventures,02/05/2016
Mobikwik,Consumer Internet,Gurgaon,50000000.0,Private Equity,"GMO Payment Gateway, MediaTek",03/05/2016
iDreamCareer,Consumer Internet,Delhi,,Private Equity,Brand Capital,03/05/2016
Zwayam,Consumer Internet,Bangalore,250000.0,Seed Funding,Undisclosed investors,03/05/2016
BoiBanit,Consumer Internet,Vadodara,,Seed Funding,Undisclosed investors,03/05/2016
Zuver,Consumer Internet,Mumbai,180000.0,Seed Funding,"Shruth & Smith Group, Hermes Group",03/05/2016
Prepathon,Education,Mumbai,,Private Equity,Blume Ventures,03/05/2016
EasyRoads,Consumer Internet,Mumbai,200000.0,Seed Funding,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",04/05/2016
Lenskart,eCommerce,Delhi,60000000.0,Private Equity,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",04/05/2016
Seclore,Technology,Mumbai,12000000.0,Private Equity,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",04/05/2016
SolarTown,Technology,Chennai,200000.0,Seed Funding,Grex.in,04/05/2016
Comarete,Technology,Pune,200000.0,Seed Funding,Grex.in,04/05/2016
MyDentistChoice,eCommerce,Hyderabad,150000.0,Seed Funding,Undisclosed investors,04/05/2016
Active.ai,Technology,Singapore,500000.0,Seed Funding,Kalaari Capital Accelerator Program,04/05/2016
Affordplan,Technology,Delhi,500000.0,Seed Funding,Kalaari Capital Accelerator Program,04/05/2016
Indee,Consumer Internet,Bangalore,500000.0,Seed Funding,Kalaari Capital Accelerator Program,04/05/2016
Unbxd,Technology,Delhi,,Private Equity,"IDG Ventures, Inventus Capital, Indian Angel Network",05/05/2016
WebAlligator,Consumer Internet,Bangalore,375000.0,Seed Funding,Group of undisclosed Angel Investors & HNIs,05/05/2016
EduAce Services,Education,Lucknow,1000000.0,Private Equity,MoMagic Technologies,06/05/2016
Zebroads,Logistics,Hyderabad,75000.0,Seed Funding,Undisclosed investors,07/05/2016
Locus,Technology,Bangalore,2750000.0,Private Equity,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",09/05/2016
Toko Innovations,Consumer Internet,Bangalore,450000.0,Seed Funding,"Roopak Saluja, Vishal Khare",09/05/2016
Rentickle,eCommerce,Delhi,250000.0,Seed Funding,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",09/05/2016
Zarget,Consumer Internet,Chennai,1500000.0,Private Equity,"Accel Partners, Matrix Partners, Girish Mathrubootham",10/05/2016
InnoNano Research,Technology,Chennai,18000000.0,Private Equity,NanoHoldings,10/05/2016
SchoolWear,eCommerce,Mumbai,1500000.0,Seed Funding,Undisclosed investors,10/05/2016
Swiggy,Consumer Internet,Bangalore,7000000.0,Private Equity,"Norwest Venture Partners, DST Global, Accel Partners",10/05/2016
Zenify,Consumer Internet,Bangalore,900000.0,Private Equity,Undisclosed Investors,11/05/2016
Faircent,Consumer Internet,Gurgaon,,Private Equity,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",11/05/2016
Fractal Analytics,Technology,Mumbai,100000000.0,Private Equity,Khazanah Nasional Berhad,11/05/2016
Unacademy,Consumer Internet,Bangalore,500000.0,Seed Funding,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",12/05/2016
Capital Float,Consumer Internet,Bangalore,25000000.0,Private Equity,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",12/05/2016
Life Circle,Healthcare,Hyderabad,150000.0,Private Equity,GROUPE SOS,12/05/2016
Dream Wallets,Consumer Internet,Jaipur,,Seed Funding,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",12/05/2016
ShabdNagari,Consumer Internet,Kanpur,,Seed Funding,ah! Ventures,12/05/2016
Galleri5,Consumer Internet,Bangalore,,Seed Funding,"Phanindra Sama, Raghunandan G,",12/05/2016
Derbii,Logistics,Gurgaon,,Seed Funding,Anurag Chauhan,12/05/2016
StayZilla,Consumer Internet,Chennai,13500000.0,Private Equity,"Matrix Partners, Nexus Ventures",13/05/2016
WoW Express,Logistics,Mumbai,2200000.0,Private Equity,Undisclosed Investors & Tamarind Family Private Trust,13/05/2016
Smartivity,eCommerce,Delhi,1000000.0,Private Equity,"S Chand, AdvantEdge Partners",16/05/2016
BedBathMore,Consumer Internet,Mumbai,,Private Equity,"Kinnevik Group, Rocket Internet",16/05/2016
Murgency,Consumer Internet,Mumbai,,Private Equity,Rata Tata,17/05/2016
Crownit,Consumer Internet,Gurgaon,,Private Equity,"Undisclosed investors, Accel Partners, Helion Venture Partners",17/05/2016
Blinge,eCommerce,Mumbai,,Seed Funding,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",17/05/2016
TheSmartQ,Consumer Internet,Bangalore,250000.0,Seed Funding,YourNest Angel Fund,18/05/2016
PurpleHealth,Consumer Internet,Trivandrum,100000.0,Seed Funding,Katabole Technology Venture,18/05/2016
Fundamentor,Education,Pune,,Seed Funding,Subramanya SV,18/05/2016
EduPristine,Education,Mumbai,10000000.0,Private Equity,"Kaizen Management Advisors, DeVry Inc",18/05/2016
BhiveWorkspace,Reality,Bangalore,1000000.0,Private Equity,Blume Ventures,18/05/2016
Appie,Consumer Internet,Mumbai,1000000.0,Seed Funding,Undisclosed investors,19/05/2016
TaxiVaxi,Consumer Internet,Delhi,500000.0,Seed Funding,Undisclosed HNIs,19/05/2016
Veqta,Consumer Internet,Delhi,500000.0,Seed Funding,"Chatsworth Management, ITW Digital",19/05/2016
i2ifunding,Consumer Internet,Noida,300000.0,Seed Funding,Undisclosed Investors,20/05/2016
EduRev,Consumer Internet,Gurgaon,,Seed Funding,Pradeep Reddy Kamasan,23/05/2016
Hoppingo,Consumer Internet,Delhi,89000.0,Seed Funding,vCommission,23/05/2016
Eatonomist,Consumer Internet,Gurgaon,,Seed Funding,MCube Capital Advisors Pvt Ltd,24/05/2016
Goalwise,Consumer Internet,Bangalore,1000000.0,Seed Funding,Undisclosed HNIs,24/05/2016
Roast,Consumer Internet,Delhi,,Seed Funding,Indian Angel Network,25/05/2016
Address Health,Healthcare,Bangalore,1500000.0,Private Equity,Gray Matters Capital,25/05/2016
Arcatron Mobility,Technology,Pune,100000.0,Seed Funding,Sudhir Mehta,25/05/2016
SheThePeople,Consumer Internet,Delhi,,Seed Funding,Anand Mahindra,25/05/2016
Cleartax,Consumer Internet,Bangalore,2000000.0,Private Equity,"FF Angel, Sequoia Capital",26/05/2016
Consure Medical,Healthcare,Delhi,,Private Equity,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",26/05/2016
mChamp,Consumer Internet,Delhi,475000.0,Seed Funding,MoMagic Technologies,26/05/2016
Pianta,Consumer Internet,Bangalore,,Seed Funding,"Kunal Shah, Sandeep Tandon",27/05/2016
Vahanalytics,Technology,Mumbai,200000.0,Seed Funding,"Anirudh Damani, Vikram Lakhotia",30/05/2016
Play Your Sport,Consumer Internet,Delhi,,Seed Funding,Ashish Gupta and other undisclosed investors,31/05/2016
Koovs,eCommerce,Delhi,4400000.0,Private Equity,HT Media Ltd,31/05/2016
CCavenue,Consumer Internet,Mumbai,8900000.0,Private Equity,NSI Infinium Global Pvt. Ltd,31/05/2016
1mg,eCommerce,Gurgaon,,Private Equity,HBM Healthcare Investments,31/05/2016
Tpot,Food & Beverage,Gurgaon,,Seed Funding,Ashish Gupta,31/05/2016
MachaDalo,Consumer Internet,Mumbai,175000.0,Seed Funding,Undisclosed Investors,31/05/2016
Dil Mil,Consumer Internet,SFO / Bangalore,2700000.0,Private Equity,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",01/04/2016
PicsDream,Consumer Internet,Delhi,,Seed Funding,Raman Roy,01/04/2016
Process 9,Consumer Internet,Gurgaon,,Seed Funding,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",01/04/2016
Housing,Consumer Internet,Mumbai,,Private Equity,Vineet Singh,04/04/2016
Roll Mafia,Food & Beverage,Pune,,Seed Funding,Equentia Natural Resource & Other undisclosed investors,04/04/2016
Hungama,Consumer Internet,Mumbai,25000000.0,Private Equity,Xiaomi Inc,04/04/2016
Highway Delite,Consumer Internet,Bangalore,,Seed Funding,N.S. Raghavan Centre for Entrepreneurial Learning,04/04/2016
Cult Fitness,Healthcare,Bangalore,,Seed Funding,Mukesh Bansal,05/04/2016
Haptik,Technology,Mumbai,,Private Equity,Times Internet Ltd,05/04/2016
Shipsy,Logistics,Gurgaon,1000000.0,Private Equity,DTDC Express Ltd,06/04/2016
gear6,Consumer Internet,Bangalore,500000.0,Seed Funding,Ninestarter,06/04/2016
MyGlamm,Consumer Internet,Mumbai,6000000.0,Private Equity,L\\xe2\\x80\\x99Occitane,06/04/2016
Petoo,Consumer Internet,Bangalore,1000000.0,Private Equity,Axilor Ventures,06/04/2016
Truly Social,Consumer Internet,London,,Private Equity,Nazara Technologies Pvt Ltd,07/04/2016
Little Black Book,Consumer Internet,Delhi,,Seed Funding,"IDG, Indian Angel Network",08/04/2016
Vahan,Education,Chennai,,Seed Funding,Villgro,08/04/2016
imedilane,Consumer Internet,Delhi,40000.0,Seed Funding,"Mahendra Patel, Nilender Chauhan",08/04/2016
Living Local,Consumer Internet,Mumbai,200000.0,Seed Funding,Rattan Chadha,11/04/2016
Vegfru,eCommerce,Delhi,,Seed Funding,Wingify,11/04/2016
Oyo,Consumer Internet,Delhi,100000000.0,Private Equity,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",11/04/2016
PriceRaja,Consumer Internet,Gurgaon,300000.0,Seed Funding,Prashant Puri,11/04/2016
MagicX,Consumer Internet,Bangalore,1000000.0,Seed Funding,"Kris Gopalakrishnan, Dr. Ranjan Pai",12/04/2016
Happydemic,Consumer Internet,Mumbai,,Seed Funding,Shaan,12/04/2016
LenDenClub,Finance,Mumbai,,Seed Funding,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",12/04/2016
Indi.com,Consumer Internet,,,Seed Funding,Anil Kapoor,12/04/2016
Legalraasta,Consumer Internet,Delhi,1000000.0,Seed Funding,"Pravin Khandelwal, Yatin Kumar Jain",13/04/2016
RainCan,Consumer Internet,Pune,150000.0,Seed Funding,Dr. Aniruddha Malpani,13/04/2016
Hippily,eCommerce,Mumbai,250000.0,Seed Funding,"Dr. Sridhar Ramaswamy, Rakesh Mathur",13/04/2016
kredX,eCommerce,Bangalore,750000.0,Seed Funding,"Prime Venture Partners,",13/04/2016
Wedwise,Consumer Internet,Delhi,,Seed Funding,StartUp Equity Partners,14/04/2016
BeaconsTalk,Technology,Mumbai,100000.0,Seed Funding,"Rajeev Agrawal, Prashant Gooty",14/04/2016
Deal 4Loans,Consumer Internet,Noida,,Seed Funding,"Ram Shriram, Neeraj Arora, Puru Vashishtha",15/04/2016
RenewBuy,Consumer Internet,Delhi,1000000.0,Seed Funding,Mount Nathan Advisors,15/04/2016
Blue Box Media,Consumer Internet,Jaipur,,Seed Funding,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",15/04/2016
Vyomo,Consumer Internet,Delhi,15000000.0,Private Equity,Naturals Salon Chain,15/04/2016
Organicshop,eCommerce,Jaipur,,Seed Funding,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",15/04/2016
MInd Your Fleet,Consumer Internet,Noida,,Seed Funding,Undisclosed Investors,15/04/2016
NestAway,Consumer Internet,Bangalore,30000000.0,Private Equity,Tiger Global,15/04/2016
Tapchief,Consumer Internet,Bangalore,150000.0,Seed Funding,Vijay Shekhar Sharma,15/04/2016
Rapido,Consumer Internet,Bangalore,,Private Equity,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",18/04/2016
Yufta,eCommerce,Bangalore,,Seed Funding,Ajay Data & other HNIs,18/04/2016
Smytten,eCommerce,Gurgaon,,Seed Funding,Rajan Anandan,18/04/2016
Houssup,Consumer Internet,Jaipur,,Seed Funding,"Mitin Patel, Gaurav Agarwal",18/04/2016
Jugnoo,Consumer Internet,Chandigarh,10000000.0,Private Equity,Paytm & existing investors,18/04/2016
Tork Motocycles,Auto,Pune,,Seed Funding,"Bhavish Aggarwal, Ankit Bhati",18/04/2016
Betaout,eCommerce,Noida,1500000.0,Private Equity,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",19/04/2016
DriversCart,Consumer Internet,Chennai,450000.0,Seed Funding,ah! Ventures,19/04/2016
LensKart,eCommerce,Delhi,,Private Equity,Ratan Tata,19/04/2016
OYOfit,Consumer Internet,Bangalore,,Seed Funding,RN Agarwal,19/04/2016
Oliveboard,Consumer Internet,Bangalore,,Private Equity,India Educational Investment Fund,19/04/2016
Simplilearn,Consumer Internet,Bangalore,,Private Equity,Brand Capital,19/04/2016
Broomberg,Consumer Internet,Delhi,,Seed Funding,Undisclosed Angel investors & HNIs,20/04/2016
m.paani,Consumer Internet,Mumbai,,Seed Funding,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",21/04/2016
mishTag,Consumer Internet,Delhi,,Seed Funding,"M&Y Partners, SVG Media, Anthil Ventures & others",21/04/2016
Advanced Structures India,Auto,Bangalore,,Private Equity,GirnarSoft,21/04/2016
Licious,eCommerce,Bangalore,3000000.0,Private Equity,Mayfield India II Management Ltd,22/04/2016
Knolskae,Consumer Internet,Bangalore,,Private Equity,"Inventus Capital Partners, HR Fund",22/04/2016
Druva,Technology,Pune,,Private Equity,"NTT Finance, Telephone Corporation",22/04/2016
TOKO Innovation Studios,Consumer Internet,Delhi,450000.0,Seed Funding,Indian Angel network,22/04/2016
Commut,Consumer Internet,Hyderabad,200000.0,Seed Funding,50K Ventures,25/04/2016
intouchapp,Consumer Internet,Pune,,Seed Funding,Blume Ventures,25/04/2016
Dropkaffe,Food & Beverage,Bangalore,550000.0,Seed Funding,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",25/04/2016
Transerv,Consumer Internet,Mumbai,15000000.0,Private Equity,"IDFC SPICE Fund, Micromax Informatics",26/04/2016
ClearTax,Consumer Internet,Bangalore,1300000.0,Private Equity,"Max Levchin, Scott Banister",26/04/2016
Roposo,eCommerce,Gurgaon,15000000.0,Private Equity,Bertelsmann India Investments,26/04/2016
MilkBasket,Consumer Internet,Gurgaon,500000.0,Seed Funding,EVC Ventures,27/04/2016
CareonGO,Consumer Internet,,,Seed Funding,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",27/04/2016
ICHR,Consumer Internet,Delhi,450000.0,Seed Funding,Undisclosed,27/04/2016
The Wedding Brigade,Consumer Internet,Mumbai,600000.0,Seed Funding,Blume Ventures & Other unnamed Investors,28/04/2016
DocsApp,Consumer Internet,Bangalore,1200000.0,Private Equity,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",28/04/2016
Impact Guru,Consumer Internet,Mumbai,500000.0,Seed Funding,"RB Investments, Fundnel",29/04/2016
DriveU,Consumer Internet,Bangalore,,Seed Funding,Unitus Seed Fund,01/03/2016
Gympik,Consumer Internet,Bangalore,,Private Equity,RoundGlass Partners,01/03/2016
Testbook,Consumer Internet,Mumbai,,Private Equity,S Chand & Co,01/03/2016
IQlect,Technology,Bangalore,,Private Equity,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",01/03/2016
MoMark,Consumer Internet,Noida,600000.0,Private Equity,YourNest Angel Fund,02/03/2016
Skedool,Consumer Internet,Seattle / Bangalore,,Seed Funding,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",02/03/2016
Systemantics,Technology,Bangalore,1400000.0,Private Equity,"Nandan Nilekani, Accel Partners",02/03/2016
Vertuals,Technology,Mumbai,,Seed Funding,Dino Morea,03/03/2016
Imarticus Learning,Education,Mumbai,1000000.0,Private Equity,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",03/03/2016
Shouut,Consumer Internet,Delhi,500000.0,Seed Funding,Undisclosed investor,03/03/2016
TinyStep,Consumer Internet,Bangalore,,Private Equity,Matt Glickman,04/03/2016
Aahaa,ECommerce,Chennai,1000000.0,Private Equity,"YourNest Angel Fund,",04/03/2016
Arcatron Mobility,Technology,Pune,,Seed Funding,"Sudhir Mehta, Anoop Hingorani",04/03/2016
FTCash,Consumer Internet,Kolkata,150000.0,Seed Funding,IvyCap Ventures,04/03/2016
Civilsdaily,Consumer Internet,Delhi,,Seed Funding,Manoj Kumar & Other undisclosed investors,04/03/2016
Zappka,Consumer Internet,Gurgaon,100000.0,Seed Funding,"Daman Soni, Rajat Gupta & Others",04/03/2016
Tarusa World,ECommerce,Mumbai,,Seed Funding,Mohit Gulati,04/03/2016
medECUBE,Healthcare,Gurgaon,4000000.0,Private Equity,Artiman Ventures,04/03/2016
N.O.W,Consumer Internet,Noida,500000.0,Seed Funding,"Ruchirans Jaipuria, Anuj Sanghi",07/03/2016
Ninjacart,ECommerce,Bangalore,3000000.0,Private Equity,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",07/03/2016
Reach,Consumer Internet,Bangalore,500000.0,Seed Funding,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",07/03/2016
Vanity Cube,Consumer Internet,Delhi,250000.0,Seed Funding,Unicorn Ventures,07/03/2016
Medidaili,Consumer Internet,Bangalore,100000.0,Seed Funding,Undisclosed private investors,07/03/2016
Finomena,Technology,Delhi,,Private Equity,Matrix Partners India,08/03/2016
Cookaroo,Consumer Internet,Bangalore,,Seed Funding,Vijay Krishna Yadav,08/03/2016
vPhrase Analytics,Technology,Mumbai,,Seed Funding,"Apoorv Ranjan Sharma, Daud Ali and others",08/03/2016
LoveCycles,Consumer Internet,Bangalore,750000.0,Seed Funding,Prime Venture Partners,08/03/2016
Kartrocket,ECommerce,Delhi,8000000.0,Private Equity,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",08/03/2016
dunzo,Consumer Internet,Bangalore,650000.0,Seed Funding,"Aspada Investment Advisors, Blume Ventures.",08/03/2016
Indiamart,ECommerce,Noida,,Private Equity,Amadeus Capital,09/03/2016
SmartVizX,Technology,Noida,500000.0,Seed Funding,"Indian Angel Network, Stanford Angels, Entrepreneurs India",09/03/2016
MyGubbi,Real Estate,Bangalore,2500000.0,Seed Funding,"Vipul Parekh, ajesh K Murthy,",09/03/2016
Nukkad Shops,Consumer Internet,Hyderabad,1000000.0,Seed Funding,PurpleTalk Inc,09/03/2016
Cloudacar,Consumer Internet,Pune,,Seed Funding,"Amit Choudhary, Anuj Puri",09/03/2016
Justride,Consumer Internet,Mumbai,400000.0,Seed Funding,Dheeraj Jain & Other angel investors,09/03/2016
Yana,Consumer Internet,Gurgaon,,Seed Funding,"Puneet Gupta,",09/03/2016
Big Fish Ventures,Food & Beverage,Delhi,11100000.0,Private Equity,Undisclosed investors,10/03/2016
Stylflip,ECommerce,Mumbai,,Seed Funding,"Raj Gala Shah, Zaheer Memon",10/03/2016
Icertis,Technology,Pune/Seattle,15000000.0,Private Equity,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",10/03/2016
Supplified,ECommerce,Delhi,1000000.0,Seed Funding,Mohit Goel,10/03/2016
JollyFoodFellow,Technology,Ahmedabad,,Seed Funding,Janak Parikh,11/03/2016
PinkBlue,ECommerce,Bangalore,223608.0,Seed Funding,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",14/03/2016
TruckingCube,Logistics,Delhi,14900000.0,Private Equity,Agarwal Movers Group,14/03/2016
eSwasthya,Consumer Internet,Ahmedabad,,Seed Funding,Hemang Sahani,14/03/2016
FlipClass,Consumer Internet,Bangalore,1000000.0,Private Equity,"S Chand and Co Pvt Ltd, Blume Ventures",15/03/2016
Proximit,Technology,Pune,150000.0,Seed Funding,Funding through 1Crowd platform,15/03/2016
WithMe,Consumer Internet,Gurgaon,250000.0,Seed Funding,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",15/03/2016
Gapoon,Consumer Internet,Bangalore,180000.0,Seed Funding,"Chandrashekar Tallapragada, Pankaj Kapoor",16/03/2016
Avagmah,Consumer Internet,Bangalore,,Seed Funding,"Kris Gopalakrishnan, Atul Nishar",16/03/2016
Wealthy,Consumer Internet,Bangalore,250000.0,Seed Funding,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",16/03/2016
Pramati,Healthcare,Noida,200000.0,Seed Funding,Undisclosed investors,17/03/2016
Qlivery,Consumer Internet,Gurgaon,230000.0,Seed Funding,Swastika Company Ltd,17/03/2016
HealthEnablr,Consumer Internet,Mumbai,800000.0,Seed Funding,Undisclosed investors,17/03/2016
Liftiee,Consumer Internet,Mumbai,108000.0,Seed Funding,"Rannvijay Singh, Anita Hassanandani",17/03/2016
Hello Curry,Food & Beverage,Hyderabad,1500000.0,Private Equity,Sashi Reddi & Other unnamed investors,18/03/2016
goSporto,Consumer Internet,Delhi,30000.0,Seed Funding,Naveen Gupta,19/03/2016
OneClickWash,Consumer Internet,Gurgaon,,Seed Funding,Unitus Seed Fund,21/03/2016
Girnar Software,Consumer Internet,Jaipur,,Private Equity,Google Capital,21/03/2016
Room On Call,Consumer Internet,Gurgaon,2000000.0,Private Equity,CASHurDRIVE Marketing Pvt Ltd,21/03/2016
Byju\\xe2\\x80\\x99s,Consumer Internet,Bangalore,75000000.0,Private Equity,"Sequoia India, Sofina",22/03/2016
BigBasket,eCommerce,Bangalore,150000000.0,Private Equity,Abraaj Group,22/03/2016
DrivoJoy,Consumer Internet,Bangalore,600000.0,Seed Funding,"Indian Angel Network, Tracxn Labs & Others",22/03/2016
Smartron,Technology,Bangalore,,Private Equity,Sachin Tendulkar,22/03/2016
LifCare,Consumer Internet,Jaipur,,Seed Funding,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",22/03/2016
CreditSeva,Consumer Internet,Hyderabad,360000.0,Seed Funding,"Pix Vine Capital, Infocomm Development Authority of Singapore",22/03/2016
CityShor,Consumer Internet,Ahmedabad,,Seed Funding,GAIN,22/03/2016
Endless Robotics,Technology,Hyderabad,100000.0,Seed Funding,"Devidas Desai, Vipul Gautam, Singapore Angel Network",23/03/2016
SP Robotics,Technology,Chennai,300000.0,Seed Funding,"Indian Angel Network,",23/03/2016
StalkBuyLove,eCommerce,Delhi,,Seed Funding,"500 Startups, Littlerock, Singularity Ventures",23/03/2016
eKincare,Consumer Internet,Hyderabad,330000.0,Private Equity,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",23/03/2016
HashLearn,Consumer Internet,,,Seed Funding,"Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",23/03/2016
Wheelstreet,Consumer Internet,Bangalore,500000.0,Private Equity,Broadbean Capital services,23/03/2016
Horntell,Consumer Internet,Gurgaon,150000.0,Seed Funding,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",24/03/2016
Schoolkart,eCommerce,Noida,300000.0,Seed Funding,Undisclosed investors,28/03/2016
HealthEminds,Consumer Internet,Bangalore,,Seed Funding,Robin Utthappa,29/03/2016
Babygogo,Consumer Internet,Delhi,300000.0,Seed Funding,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",29/03/2016
Veritas Finance,Finance,Chennai,4700000.0,Private Equity,Sarva Capital,29/03/2016
QikShip,Consumer Internet,Delhi,200000.0,Seed Funding,undisclosed investors,29/03/2016
FixNix,Consumer Internet,Chennai,500000.0,Seed Funding,Jay Vijayan,29/03/2016
True Balance,Technology,Gurgaon,,Private Equity,SoftBank Ventures Korea,30/03/2016
Touchkin,Healthcare,Bangalore,400000.0,Seed Funding,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",30/03/2016
SwitchMe,Consumer Internet,Mumbai,,Seed Funding,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",31/03/2016
Transcell,Healthcare,Hyderabad,,Seed Funding,Indian Angel Network,31/03/2016
Blue Tokai Coffee,ECommerce,Delhi,,Seed Funding,Snow Leopard Technology Ventures,01/02/2016
Altizone,Technology,Pune,4000000.0,Private Equity,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",02/02/2016
Oust App,Consumer Internet,Bangalore,,Seed Funding,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",02/02/2016
Strike,Consumer Internet,Bangalore,22500.0,Seed Funding,Multiple investors through Ten Minute Million competition,02/02/2016
MaaxMarket,Consumer Internet,,22500.0,Seed Funding,Multiple investors through Ten Minute Million competition,02/02/2016
Gamooz,Technology,Gurgaon,22500.0,Seed Funding,Multiple investors through Ten Minute Million competition,02/02/2016
SoundSurround,Technology,Mumbai,22500.0,Seed Funding,Multiple investors through Ten Minute Million competition,02/02/2016
Mazkara,Consumer Internet,Pune / Dubai,1000000.0,Seed Funding,Dunamis Ventures Pte Ltd.,03/02/2016
RoadGods,ECommerce,Delhi,100000.0,Seed Funding,Green House Ventures (GHV),03/02/2016
Pindropmusic,Consumer Internet,Noida,100000.0,Seed Funding,Green House Ventures (GHV),03/02/2016
Woodpie,Consumer Internet,Bangalore,30000.0,Seed Funding,Ingram Content Group,03/02/2016
